1.94E-05,1.58E-05,1.11E-05,1.57E-05,2.29E-05,2.58E-05,1.90E-05,1.51E-05,2.66E-05,2.23E-05,1.83E-05,2.28E-05,3.39E-05,3.74E-05,2.38E-05,2.06E-05,6.00E-10,4.20E-10,1.78E-10,3.57E-10,1.03E-09,1.30E-09,5.15E-10,3.33E-10,0.000225591,0.000186763,0.000135872,0.00018372,0.000300095,0.000322934,0.00020033,0.000171352,0.000492291,0.000410061,0.000380132,0.000443509,0.0006179,0.000722288,0.000432088,0.000375233,2.42E-07,1.67E-07,1.44E-07,1.97E-07,3.80E-07,5.22E-07,1.86E-07,1.39E-07,0.000547232,0.000685795,0.000462743,0.000491689,0.00107391,0.000795987,0.000379131,0.000680269,0.000684358,0.00077161,0.0005443,0.000716987,0.001215509,0.001162885,0.00062184,0.000765342,4.68E-07,5.95E-07,2.96E-07,5.14E-07,1.48E-06,1.35E-06,3.87E-07,5.86E-07
1.34E-05,1.44E-05,1.45E-05,1.53E-05,1.26E-05,2.93E-05,1.59E-05,1.51E-05,1.87E-05,2.13E-05,2.09E-05,1.99E-05,1.96E-05,4.21E-05,2.47E-05,2.17E-05,2.72E-10,3.45E-10,3.12E-10,3.27E-10,2.80E-10,1.65E-09,4.62E-10,3.76E-10,0.000216312,0.000274328,0.000247397,0.000257288,0.000242912,0.000593328,0.000291535,0.000276701,0.000533573,0.000657685,0.000659924,0.000596406,0.000596783,0.001140899,0.000749166,0.000644011,2.84E-07,4.32E-07,4.35E-07,3.56E-07,3.56E-07,1.30E-06,5.61E-07,4.15E-07,0.000721933,0.000561337,0.001192093,0.000711118,0.000722401,0.002327697,0.000976233,0.000659157,0.000904085,0.000767811,0.001379504,0.000978132,0.000858019,0.002622932,0.001073453,0.000911325,8.17E-07,5.90E-07,1.90E-06,9.57E-07,7.36E-07,6.88E-06,1.15E-06,8.31E-07
0.00023601,0.000176411,6.95E-05,0.000114493,0.00014286,0.000136988,0.000161021,0.000150761,0.00045272,0.000350562,0.000130195,0.000210995,0.00026427,0.000208433,0.000300899,0.000301347,2.05E-07,1.22E-07,1.68E-08,4.44E-08,6.98E-08,4.34E-08,9.00E-08,9.07E-08,0.006903212,0.005436468,0.002163987,0.003414229,0.00430195,0.003387817,0.004865519,0.004806678,0.013361993,0.010403199,0.003890964,0.006262759,0.007786617,0.005887296,0.008923654,0.008928452,0.000178542,0.000108227,1.51E-05,3.92E-05,6.06E-05,3.47E-05,7.96E-05,7.97E-05,0.019522915,0.015958358,0.006703262,0.010806864,0.013762911,0.011212466,0.01515653,0.013322414,0.022553696,0.020704097,0.00820018,0.013079575,0.017762834,0.013014328,0.017537545,0.016319372,0.000508669,0.00042866,6.72E-05,0.000171075,0.000315518,0.000169373,0.000307565,0.000266322
0.000656827,0.000342322,0.000107741,0.000258234,0.000267931,0.000218687,0.000263101,0.000349015,0.000782938,0.000445852,0.000141858,0.000324229,0.000355327,0.000269249,0.000329088,0.000438913,6.12E-07,1.99E-07,2.01E-08,1.05E-07,1.26E-07,7.23E-08,1.08E-07,1.93E-07,0.011617075,0.006871961,0.002020405,0.004467611,0.004920711,0.003718336,0.004608522,0.005866509,0.021332758,0.013095831,0.003802493,0.008744427,0.009629226,0.006807143,0.008257076,0.010912255,0.000455047,0.000170691,1.42E-05,7.57E-05,9.27E-05,4.63E-05,6.78E-05,0.000119075,0.025504207,0.016317403,0.005422117,0.011639622,0.013436837,0.015289484,0.013731823,0.018298545,0.029883926,0.019239853,0.006556818,0.013940983,0.015843815,0.016436414,0.015522126,0.021340179,0.000893049,0.000370172,4.30E-05,0.000194351,0.000251026,0.000270156,0.000240936,0.000455403
0.000171418,0.000165512,4.89E-05,6.57E-05,0.000138765,0.000121555,7.41E-05,0.000124121,0.000313321,0.000302805,7.58E-05,0.000120035,0.000226985,0.000192714,0.000126916,0.000212224,9.82E-08,9.16E-08,5.68E-09,1.44E-08,5.15E-08,3.71E-08,1.61E-08,4.50E-08,0.006491241,0.006436301,0.001535139,0.002511238,0.004860486,0.004259593,0.002651442,0.004474732,0.012800109,0.012829634,0.00302545,0.004746804,0.00954569,0.007942075,0.005290827,0.008647124,0.000163446,0.000163659,9.06E-06,2.25E-05,9.10E-05,6.31E-05,2.79E-05,7.46E-05,0.027728294,0.022783909,0.004060564,0.006428391,0.020510682,0.013265894,0.008789975,0.017097062,0.03378483,0.025807867,0.005647205,0.008162338,0.022886504,0.015102429,0.010330391,0.020833838,0.001141415,0.000666046,3.19E-05,6.66E-05,0.000523792,0.000228083,0.000106717,0.000434049
9.17E-05,0.000259839,7.62E-05,3.62E-05,0.000164675,0.000185543,6.61E-05,0.000144803,0.000122379,0.000333959,9.94E-05,4.61E-05,0.000222324,0.000242666,8.09E-05,0.000184322,1.48E-08,1.11E-07,9.74E-09,2.02E-09,4.94E-08,5.87E-08,6.43E-09,3.39E-08,0.001652321,0.004647277,0.001466981,0.000679156,0.003289898,0.003732358,0.00118033,0.002786188,0.003432696,0.009221017,0.002918527,0.001329699,0.006399184,0.006591309,0.002206808,0.00510415,1.18E-05,8.50E-05,8.52E-06,1.77E-06,4.09E-05,4.34E-05,4.87E-06,2.60E-05,0.00847514,0.016698,0.006257711,0.002241539,0.01108721,0.013972007,0.004274704,0.010652977,0.009731277,0.018223762,0.007208187,0.002655435,0.012684107,0.015929271,0.005120432,0.012638307,9.47E-05,0.000332105,5.20E-05,7.05E-06,0.000160887,0.000253742,2.62E-05,0.000159727
3.98E-05,0.000129675,4.24E-05,4.74E-05,0.000165044,0.000201589,6.12E-05,4.97E-05,5.66E-05,0.000248369,6.25E-05,8.53E-05,0.000300963,0.000332951,0.000112295,7.56E-05,3.17E-09,6.17E-08,3.82E-09,7.22E-09,8.98E-08,1.10E-07,1.25E-08,5.60E-09,0.001222737,0.004637326,0.001328026,0.001812439,0.006594494,0.007214456,0.0021887,0.001741795,0.002383705,0.010728085,0.00286014,0.003670538,0.012408098,0.013779594,0.004811039,0.003367655,5.66E-06,0.000115075,8.18E-06,1.35E-05,0.000153935,0.000189799,2.31E-05,1.13E-05,0.004184997,0.020728897,0.004605685,0.008643902,0.035292581,0.020273534,0.006772671,0.003959055,0.004645551,0.025658627,0.005527145,0.010304871,0.038092152,0.027086449,0.009064176,0.004948397,2.16E-05,0.000658365,3.05E-05,0.00010619,0.001451012,0.000733676,8.22E-05,2.45E-05
6.17E-05,4.49E-05,7.80E-05,0.000169063,0.000559224,0.000523764,0.000158422,0.000113319,8.09E-05,5.93E-05,9.88E-05,0.000214647,0.000665681,0.000645961,0.000219026,0.000148706,6.49E-09,3.40E-09,9.70E-09,4.61E-08,4.41E-07,4.14E-07,4.79E-08,2.21E-08,0.00114418,0.000825677,0.001385908,0.002927247,0.010126166,0.009402528,0.00315579,0.002127779,0.002296574,0.00158515,0.002747845,0.00594223,0.019840368,0.018644653,0.006003824,0.004397084,5.25E-06,2.49E-06,7.48E-06,3.48E-05,0.000393327,0.000346682,3.57E-05,1.93E-05,0.003033533,0.00264934,0.004394195,0.010603703,0.029011925,0.019714227,0.006801874,0.005285461,0.003903699,0.003196978,0.005287379,0.012540159,0.037689448,0.027958972,0.009235584,0.006347426,1.52E-05,1.02E-05,2.80E-05,0.000157256,0.001420494,0.000781704,8.53E-05,4.03E-05
2.38E-05,3.31E-05,2.53E-05,5.27E-05,0.000212262,0.000171704,5.56E-05,3.49E-05,3.55E-05,6.31E-05,4.25E-05,9.60E-05,0.000373214,0.000319171,0.000104607,6.18E-05,1.19E-09,3.87E-09,1.72E-09,9.09E-09,1.39E-07,1.02E-07,1.09E-08,3.70E-09,0.000751885,0.001352647,0.000895711,0.002018998,0.007734777,0.006502634,0.002195459,0.001241246,0.001496061,0.002691329,0.001793906,0.003847798,0.01511939,0.012700718,0.004538353,0.002610259,2.24E-06,7.24E-06,3.20E-06,1.46E-05,0.00022816,0.000161289,2.06E-05,6.81E-06,0.002110992,0.005189747,0.002331127,0.006538289,0.034983125,0.024769982,0.007865275,0.004475097,0.002500843,0.006304021,0.002761264,0.007601566,0.042203026,0.029931588,0.009615069,0.005460196,6.25E-06,3.97E-05,7.62E-06,5.78E-05,0.001781095,0.0008959,9.24E-05,2.98E-05
1.95E-05,5.94E-05,2.09E-05,7.06E-05,0.000332626,0.000142991,5.68E-05,2.43E-05,2.51E-05,8.98E-05,2.80E-05,8.98E-05,0.000424979,0.000191231,7.40E-05,3.25E-05,5.59E-10,7.87E-09,7.12E-10,8.05E-09,1.80E-07,3.65E-08,5.40E-09,9.53E-10,0.000381962,0.001444606,0.000446178,0.001535537,0.006477697,0.003104665,0.001217265,0.000521294,0.000800594,0.002788539,0.000892693,0.002950415,0.012399329,0.005550198,0.002226993,0.001010025,6.39E-07,7.78E-06,7.97E-07,8.68E-06,0.000153004,3.08E-05,4.94E-06,1.02E-06,0.001294083,0.006006121,0.001460936,0.003979527,0.018513288,0.011227557,0.005549393,0.002112054,0.001544189,0.006689498,0.001668081,0.005241499,0.024330285,0.012804922,0.006108306,0.002477099,2.38E-06,4.47E-05,2.78E-06,2.75E-05,0.000591963,0.000163966,3.73E-05,6.14E-06
